t,x,y,yaw,state,front_dist,wall_dist,wall_dist_f,side_min,min_wall_dist
0.95,0.2802,0.2304,-0.0917,FOLLOW_WALL,1.0038,0.2346,0.2362,0.2277,0.2174
1.0,0.2896,0.2295,-0.0939,FOLLOW_WALL,0.9958,0.2251,0.2335,0.2245,0.2221
1.05,0.2991,0.2287,-0.0957,FOLLOW_WALL,0.9825,0.233,0.2334,0.227,0.2183
1.1,0.3086,0.2278,-0.0973,FOLLOW_WALL,0.9699,0.227,0.2319,0.227,0.2121
1.15,0.318,0.2268,-0.0988,FOLLOW_WALL,0.9573,0.2312,0.2317,0.2264,0.2173
1.2,0.3275,0.2259,-0.1002,FOLLOW_WALL,0.9393,0.2318,0.2317,0.2247,0.2161
1.25,0.3369,0.2249,-0.1014,FOLLOW_WALL,0.9439,0.2303,0.2314,0.2254,0.2178
1.3,0.3464,0.224,-0.1026,FOLLOW_WALL,0.9254,0.2268,0.2303,0.2211,0.2189
1.35,0.3558,0.223,-0.1037,FOLLOW_WALL,0.9339,0.2231,0.2286,0.2198,0.2133
1.4,0.3653,0.222,-0.1045,FOLLOW_WALL,0.914,0.22,0.2265,0.2187,0.213
1.45,0.3747,0.221,-0.1052,FOLLOW_WALL,0.9109,0.2262,0.2264,0.2199,0.2136
1.5,0.3842,0.22,-0.1058,FOLLOW_WALL,0.902,0.2185,0.2245,0.2161,0.2111
1.55,0.3936,0.219,-0.1062,FOLLOW_WALL,0.9058,0.2288,0.2256,0.2218,0.2117
1.6,0.4031,0.218,-0.1067,FOLLOW_WALL,0.8939,0.2233,0.225,0.2104,0.2029
1.65,0.4125,0.217,-0.1071,FOLLOW_WALL,0.8923,0.223,0.2245,0.2044,0.2044
1.7,0.4219,0.216,-0.1075,FOLLOW_WALL,0.8867,0.2174,0.2228,0.2105,0.2105
1.75,0.4314,0.215,-0.1077,FOLLOW_WALL,0.8829,0.2204,0.2222,0.2155,0.2064
1.8,0.4408,0.214,-0.1079,FOLLOW_WALL,0.8715,0.2164,0.2208,0.2086,0.2018
1.85,0.4503,0.2129,-0.1079,FOLLOW_WALL,0.8712,0.2162,0.2197,0.2085,0.2026
1.9,0.4597,0.2119,-0.1079,FOLLOW_WALL,0.8661,0.2104,0.2175,0.2147,0.2056
1.95,0.4692,0.2109,-0.1078,FOLLOW_WALL,0.8679,0.212,0.2162,0.2117,0.2003
2.0,0.4786,0.2099,-0.1075,FOLLOW_WALL,0.8536,0.2199,0.2171,0.2082,0.1999
2.05,0.4881,0.2088,-0.1074,FOLLOW_WALL,0.849,0.2076,0.2148,0.2045,0.2009
2.1,0.4975,0.2078,-0.107,FOLLOW_WALL,0.8508,0.2101,0.2137,0.2042,0.1975
2.15,0.507,0.2068,-0.1067,FOLLOW_WALL,0.8545,0.2057,0.2117,0.2016,0.1886
2.2,0.5164,0.2058,-0.1062,FOLLOW_WALL,0.8476,0.2081,0.2109,0.2055,0.1916
2.25,0.5258,0.2048,-0.1057,FOLLOW_WALL,0.837,0.2109,0.2109,0.2039,0.1934
2.3,0.5353,0.2038,-0.1052,FOLLOW_WALL,0.8315,0.2063,0.2098,0.2049,0.1991
2.35,0.5447,0.2028,-0.1047,FOLLOW_WALL,0.8307,0.2061,0.2089,0.2037,0.1909
2.4,0.5542,0.2018,-0.1042,FOLLOW_WALL,0.8402,0.2034,0.2076,0.1943,0.1943
2.45,0.5636,0.2008,-0.1036,FOLLOW_WALL,0.8337,0.2038,0.2067,0.1967,0.1939
2.5,0.5731,0.1998,-0.1029,FOLLOW_WALL,0.8365,0.2033,0.2058,0.2002,0.191
2.55,0.5825,0.1989,-0.1023,FOLLOW_WALL,0.837,0.2014,0.2048,0.1952,0.1892
2.6,0.592,0.1979,-0.1016,FOLLOW_WALL,0.8306,0.1992,0.2035,0.1956,0.1883
2.65,0.6014,0.1969,-0.1009,FOLLOW_WALL,0.8348,0.1956,0.2016,0.1959,0.1888
2.7,0.6109,0.196,-0.1001,FOLLOW_WALL,0.8209,0.2007,0.2014,0.1997,0.1876
2.75,0.6203,0.195,-0.0993,FOLLOW_WALL,0.8237,0.1942,0.1996,0.1905,0.1835
2.8,0.6298,0.1941,-0.0985,FOLLOW_WALL,0.8231,0.1976,0.1992,0.1937,0.1836
2.85,0.6392,0.1931,-0.0977,FOLLOW_WALL,0.8128,0.1936,0.1978,0.1929,0.1812
2.9,0.6487,0.1922,-0.0968,FOLLOW_WALL,0.8196,0.192,0.1964,0.1843,0.1814
2.95,0.6582,0.1913,-0.0959,FOLLOW_WALL,0.8129,0.1964,0.1964,0.187,0.1817
3.0,0.6676,0.1904,-0.0951,FOLLOW_WALL,1.1693,0.1917,0.1953,0.1824,0.1763
3.05,0.6771,0.1895,-0.0942,FOLLOW_WALL,0.8194,0.1918,0.1944,0.1842,0.1842
3.1,0.6865,0.1886,-0.0934,FOLLOW_WALL,0.8218,0.1873,0.1927,0.1815,0.1797
3.15,0.696,0.1877,-0.0925,FOLLOW_WALL,0.8256,0.1964,0.1936,0.1836,0.167
3.2,0.7054,0.1868,-0.0916,FOLLOW_WALL,0.809,0.1825,0.1909,0.1825,0.1743
3.25,0.7149,0.186,-0.0907,FOLLOW_WALL,0.8169,0.1882,0.1903,0.1794,0.1733
3.3,0.7244,0.1851,-0.0898,FOLLOW_WALL,0.8181,0.191,0.1905,0.1865,0.1768
3.35,0.7338,0.1842,-0.0889,FOLLOW_WALL,0.8088,0.1813,0.1883,0.1797,0.1777
3.4,0.7433,0.1834,-0.088,FOLLOW_WALL,0.8221,0.1834,0.1871,0.1791,0.175
3.45,0.7528,0.1826,-0.087,FOLLOW_WALL,0.8095,0.1898,0.1878,0.1797,0.1728
3.5,0.7622,0.1817,-0.0861,FOLLOW_WALL,0.8148,0.1826,0.1865,0.1818,0.1718
3.55,0.7717,0.1809,-0.0853,FOLLOW_WALL,0.8117,0.1818,0.1854,0.1765,0.1685
3.6,0.7811,0.1801,-0.0843,FOLLOW_WALL,0.8092,0.1843,0.1851,0.1786,0.1686
3.65,0.7906,0.1793,-0.0835,FOLLOW_WALL,0.8169,0.1788,0.1836,0.1756,0.166
3.7,0.8001,0.1785,-0.0825,FOLLOW_WALL,0.8062,0.181,0.183,0.1779,0.1668
3.75,0.8095,0.1777,-0.0816,FOLLOW_WALL,0.8186,0.1782,0.1818,0.1756,0.1696
3.8,0.819,0.177,-0.0807,FOLLOW_WALL,0.8076,0.179,0.1811,0.1775,0.1634
3.85,0.8285,0.1762,-0.0798,FOLLOW_WALL,0.8102,0.176,0.1799,0.1742,0.1656
3.9,0.838,0.1754,-0.0788,FOLLOW_WALL,0.8027,0.1759,0.1789,0.1729,0.1666
3.95,0.8474,0.1747,-0.0779,FOLLOW_WALL,0.8091,0.1774,0.1786,0.1811,0.1622
4.0,0.8569,0.174,-0.077,FOLLOW_WALL,0.8122,0.1762,0.178,0.1692,0.1626
4.05,0.8664,0.1732,-0.0761,FOLLOW_WALL,0.8064,0.1762,0.1776,0.176,0.1622
4.1,0.8758,0.1725,-0.0752,FOLLOW_WALL,0.8045,0.1724,0.1763,0.171,0.1637
4.15,0.8853,0.1718,-0.0743,FOLLOW_WALL,0.8116,0.1759,0.1762,0.1761,0.1618
4.2,0.8948,0.1711,-0.0735,FOLLOW_WALL,0.8159,0.1742,0.1757,0.1642,0.158
4.25,0.9043,0.1704,-0.0726,FOLLOW_WALL,0.8121,0.1751,0.1756,0.1678,0.1579
4.3,0.9137,0.1697,-0.0718,FOLLOW_WALL,0.8164,0.1678,0.1737,0.1661,0.1565
4.35,0.9232,0.169,-0.071,FOLLOW_WALL,0.8121,0.1684,0.1724,0.161,0.1528
4.4,0.9327,0.1683,-0.0701,FOLLOW_WALL,0.8123,0.1688,0.1716,0.1649,0.1568
4.45,0.9422,0.1677,-0.0692,FOLLOW_WALL,0.8139,0.1671,0.1705,0.1619,0.1583
4.5,0.9516,0.167,-0.0683,FOLLOW_WALL,0.8139,0.1713,0.1707,0.1634,0.1521
4.55,0.9611,0.1664,-0.0674,FOLLOW_WALL,0.8089,0.165,0.1693,0.1639,0.1588
4.6,0.9706,0.1657,-0.0665,FOLLOW_WALL,0.8044,0.1681,0.169,0.1599,0.1566
4.65,0.9801,0.1651,-0.0657,FOLLOW_WALL,0.8221,0.169,0.169,0.1639,0.1535
4.7,0.9896,0.1645,-0.0649,FOLLOW_WALL,0.8119,0.1665,0.1684,0.1624,0.1531
4.75,0.999,0.1639,-0.0641,FOLLOW_WALL,0.8106,0.1684,0.1684,0.1684,0.1538
4.8,1.0085,0.1632,-0.0634,FOLLOW_WALL,0.8164,0.1687,0.1685,0.1624,0.1532
4.85,1.018,0.1626,-0.0627,FOLLOW_WALL,0.7991,0.1677,0.1683,0.1586,0.1531
4.9,1.0275,0.1621,-0.062,FOLLOW_WALL,0.8152,0.1653,0.1676,0.167,0.1509
4.95,1.037,0.1615,-0.0614,FOLLOW_WALL,0.8047,0.1666,0.1673,0.1604,0.1506
5.0,1.0464,0.1609,-0.0607,FOLLOW_WALL,0.8108,0.1619,0.166,0.1552,0.1486
5.05,1.0559,0.1603,-0.06,FOLLOW_WALL,0.8101,0.1636,0.1655,0.1586,0.1476
5.1,1.0654,0.1597,-0.0593,FOLLOW_WALL,0.8027,0.1589,0.1639,0.1534,0.1507
5.15,1.0749,0.1592,-0.0586,FOLLOW_WALL,0.8081,0.1589,0.1627,0.1551,0.1491
5.2,1.0844,0.1586,-0.0578,FOLLOW_WALL,0.8106,0.1594,0.1619,0.1569,0.1508
5.25,1.0939,0.1581,-0.057,FOLLOW_WALL,0.8045,0.1599,0.1614,0.1592,0.1506
5.3,1.1033,0.1575,-0.0563,FOLLOW_WALL,0.817,0.1597,0.161,0.1604,0.1463
5.35,1.1128,0.157,-0.0555,FOLLOW_WALL,0.8105,0.1553,0.1596,0.1553,0.1456
5.4,1.1223,0.1565,-0.0547,FOLLOW_WALL,0.8062,0.1646,0.1608,0.1613,0.1462
5.45,1.1318,0.1559,-0.0541,FOLLOW_WALL,0.8037,0.1593,0.1605,0.1561,0.1455
5.5,1.1413,0.1554,-0.0534,FOLLOW_WALL,3.2585,0.1582,0.1599,0.1506,0.1429
5.55,1.1508,0.1549,-0.0528,FOLLOW_WALL,0.8112,0.1564,0.1591,0.1512,0.1437
5.6,1.1603,0.1544,-0.0521,FOLLOW_WALL,0.8156,0.1589,0.159,0.1501,0.1445
5.65,1.1697,0.1539,-0.0515,FOLLOW_WALL,0.808,0.1524,0.1574,0.1497,0.1449
5.7,1.1792,0.1534,-0.0508,FOLLOW_WALL,0.8179,0.1585,0.1577,0.1554,0.143
5.75,1.1887,0.153,-0.0502,FOLLOW_WALL,0.8079,0.1572,0.1576,0.1543,0.1437
5.8,1.1982,0.1525,-0.0496,FOLLOW_WALL,0.8121,0.154,0.1567,0.1467,0.1467
5.85,1.2077,0.152,-0.0489,FOLLOW_WALL,3.1934,0.1515,0.1555,0.1507,0.1377
5.9,1.2172,0.1515,-0.0483,FOLLOW_WALL,3.1802,0.148,0.1537,0.1439,0.1398
5.95,1.2267,0.1511,-0.0475,FOLLOW_WALL,3.1797,0.149,0.1525,0.149,0.1435
6.0,1.2362,0.1506,-0.0468,FOLLOW_WALL,3.1693,0.1486,0.1516,0.149,0.1427
6.05,1.2457,0.1502,-0.046,FOLLOW_WALL,3.1612,0.1536,0.1521,0.1495,0.1402
6.1,1.2551,0.1498,-0.0453,FOLLOW_WALL,3.1441,0.1515,0.1519,0.1428,0.1398
6.15,1.2646,0.1493,-0.0446,FOLLOW_WALL,3.142,0.1563,0.153,0.1483,0.1384
6.2,1.2741,0.1489,-0.044,FOLLOW_WALL,3.1279,0.1484,0.1519,0.1449,0.1389
6.25,1.2836,0.1485,-0.0434,FOLLOW_WALL,3.1232,0.1475,0.1508,0.1455,0.1383
6.3,1.2931,0.1481,-0.0428,FOLLOW_WALL,3.1069,0.1513,0.1509,0.1472,0.1355
6.35,1.3026,0.1477,-0.0422,FOLLOW_WALL,3.1034,0.1474,0.1501,0.1448,0.1335
6.4,1.3121,0.1473,-0.0416,FOLLOW_WALL,3.0891,0.1485,0.1497,0.1458,0.1362
6.45,1.3216,0.1469,-0.041,FOLLOW_WALL,3.0787,0.1473,0.1491,0.1436,0.1401
6.5,1.3311,0.1465,-0.0404,FOLLOW_WALL,3.0688,0.1485,0.149,0.1485,0.1374
6.55,1.3406,0.1461,-0.0398,FOLLOW_WALL,3.0536,0.1499,0.1492,0.1371,0.1367
6.6,1.3501,0.1457,-0.0393,FOLLOW_WALL,3.0576,0.1497,0.1493,0.1456,0.1366
6.65,1.3596,0.1453,-0.0388,FOLLOW_WALL,3.046,0.1449,0.1482,0.142,0.1332
6.7,1.369,0.145,-0.0383,FOLLOW_WALL,3.0277,0.1474,0.148,0.1425,0.1386
6.75,1.3785,0.1446,-0.0378,FOLLOW_WALL,3.0261,0.1444,0.1472,0.1427,0.1337
6.8,1.388,0.1442,-0.0373,FOLLOW_WALL,3.0159,0.1466,0.147,0.1401,0.1376
6.85,1.3975,0.1439,-0.0368,FOLLOW_WALL,3.0014,0.1426,0.146,0.1433,0.1343
6.9,1.407,0.1435,-0.0362,FOLLOW_WALL,2.9995,0.1473,0.1463,0.1462,0.1302
6.95,1.4165,0.1432,-0.0357,FOLLOW_WALL,2.9894,0.1425,0.1454,0.1425,0.1304
7.0,1.426,0.1429,-0.0352,FOLLOW_WALL,2.9721,0.1441,0.1451,0.1365,0.134
7.05,1.4355,0.1425,-0.0347,FOLLOW_WALL,2.9661,0.1404,0.144,0.1395,0.1288
7.1,1.445,0.1422,-0.0325,FOLLOW_WALL,2.9508,0.1447,0.1441,0.1404,0.1367
7.15,1.4545,0.1419,-0.0321,FOLLOW_WALL,2.9563,0.1441,0.1441,0.1388,0.1306
7.2,1.464,0.1416,-0.0318,FOLLOW_WALL,2.9471,0.1416,0.1435,0.1401,0.1319
7.25,1.4735,0.1413,-0.0298,FOLLOW_WALL,2.924,0.1423,0.1432,0.1316,0.1262
7.3,1.483,0.141,-0.0279,FOLLOW_WALL,2.9165,0.1422,0.143,0.1371,0.1323
7.35,1.4925,0.1407,-0.0262,FOLLOW_WALL,2.9094,0.1407,0.1424,0.1355,0.1308
7.4,1.502,0.1405,-0.0245,FOLLOW_WALL,2.8955,0.1476,0.1437,0.1366,0.1284
7.45,1.5115,0.1403,-0.023,FOLLOW_WALL,2.8979,0.1406,0.1429,0.1385,0.1309
7.5,1.521,0.14,-0.0216,FOLLOW_WALL,2.8749,0.141,0.1425,0.1337,0.1327
7.55,1.5305,0.1398,-0.0202,FOLLOW_WALL,2.8661,0.1397,0.1418,0.1329,0.1329
7.6,1.54,0.1396,-0.019,FOLLOW_WALL,2.8635,0.1406,0.1415,0.1328,0.13
7.65,1.5495,0.1395,-0.0178,FOLLOW_WALL,2.8552,0.1453,0.1424,0.1366,0.1298
7.7,1.559,0.1393,-0.0167,FOLLOW_WALL,2.832,0.1417,0.1423,0.1372,0.128
7.75,1.5685,0.1391,-0.0156,FOLLOW_WALL,2.8391,0.1392,0.1415,0.1388,0.1317
7.8,1.578,0.139,-0.0146,FOLLOW_WALL,2.8186,0.1409,0.1414,0.1386,0.1323
7.85,1.5875,0.1388,-0.0137,FOLLOW_WALL,2.8026,0.137,0.1403,0.1312,0.1312
7.9,1.597,0.1387,-0.0129,FOLLOW_WALL,2.805,0.1404,0.1403,0.1404,0.1298
7.95,1.6065,0.1386,-0.0121,FOLLOW_WALL,2.7982,0.1396,0.1402,0.1396,0.1274
8.0,1.616,0.1385,-0.0113,FOLLOW_WALL,2.78,0.1439,0.1411,0.141,0.1268
8.05,1.6255,0.1384,-0.0106,FOLLOW_WALL,2.7737,0.1324,0.139,0.1276,0.1271
8.1,1.6349,0.1383,-0.0099,FOLLOW_WALL,2.7667,0.1389,0.139,0.1339,0.1234
8.15,1.6444,0.1382,-0.0093,FOLLOW_WALL,2.7522,0.1425,0.1398,0.142,0.1281
8.2,1.6539,0.1381,-0.0087,FOLLOW_WALL,2.7533,0.1383,0.1394,0.1383,0.1292
8.25,1.6634,0.138,-0.0082,FOLLOW_WALL,2.744,0.1358,0.1386,0.1355,0.1257
8.3,1.6729,0.1379,-0.0077,FOLLOW_WALL,2.728,0.1376,0.1383,0.1376,0.1256
8.35,1.6824,0.1378,-0.0072,FOLLOW_WALL,2.7205,0.1384,0.1384,0.1367,0.1294
8.4,1.6919,0.1378,-0.0067,FOLLOW_WALL,2.715,0.1362,0.1378,0.1315,0.1267
8.45,1.7014,0.1377,-0.0063,FOLLOW_WALL,2.6971,0.1374,0.1377,0.1335,0.1251
8.5,1.7109,0.1377,-0.0059,FOLLOW_WALL,2.6876,0.1416,0.1387,0.1354,0.1283
8.55,1.7204,0.1376,-0.0056,FOLLOW_WALL,2.67,0.1442,0.14,0.1394,0.1222
8.6,1.7299,0.1375,-0.0052,FOLLOW_WALL,2.6752,0.14,0.14,0.1406,0.1284
8.65,1.7394,0.1375,-0.0049,FOLLOW_WALL,2.6507,0.1359,0.139,0.1327,0.125
8.7,1.7489,0.1375,-0.0046,FOLLOW_WALL,2.6509,0.1361,0.1383,0.1398,0.1235
8.75,1.7584,0.1374,-0.0043,FOLLOW_WALL,2.6455,0.1362,0.1378,0.1329,0.129
8.8,1.7679,0.1374,-0.004,FOLLOW_WALL,2.6346,0.1399,0.1383,0.1286,0.1218
8.85,1.7774,0.1373,-0.0038,FOLLOW_WALL,2.624,0.1412,0.139,0.1379,0.1289
8.9,1.7869,0.1373,-0.0035,FOLLOW_WALL,2.613,0.1396,0.1392,0.1305,0.127
8.95,1.7964,0.1373,-0.0033,FOLLOW_WALL,2.5951,0.1373,0.1387,0.1301,0.129
9.0,1.8059,0.1372,-0.0031,FOLLOW_WALL,2.5951,0.1305,0.1367,0.1283,0.1264
9.05,1.8154,0.1372,-0.0029,FOLLOW_WALL,2.5866,0.1351,0.1363,0.1335,0.1284
9.1,1.8249,0.1372,-0.0027,FOLLOW_WALL,2.5685,0.1348,0.136,0.1298,0.1292
9.15,1.8344,0.1371,-0.0026,FOLLOW_WALL,2.562,0.1356,0.1359,0.1375,0.1281
9.2,1.8439,0.1371,-0.0024,FOLLOW_WALL,2.5552,0.14,0.1369,0.1353,0.1268
9.25,1.8534,0.1371,-0.0023,FOLLOW_WALL,2.5483,0.1409,0.1378,0.1377,0.1281
9.3,1.8629,0.1371,-0.0021,FOLLOW_WALL,2.5305,0.1394,0.1382,0.1324,0.1274
9.35,1.8724,0.1371,-0.002,FOLLOW_WALL,2.5227,0.1385,0.1383,0.1375,0.1239
9.4,1.8819,0.137,-0.0019,FOLLOW_WALL,2.5132,0.1426,0.1393,0.1377,0.1292
9.45,1.8914,0.137,-0.0017,FOLLOW_WALL,2.4996,0.1365,0.1386,0.1312,0.1258
9.5,1.9009,0.137,-0.0016,FOLLOW_WALL,2.4954,0.1377,0.1384,0.1297,0.1297
9.55,1.9104,0.137,-0.0015,FOLLOW_WALL,2.4872,0.135,0.1376,0.1347,0.1285
9.6,1.9199,0.137,-0.0014,FOLLOW_WALL,2.4876,0.138,0.1377,0.1363,0.1297
9.65,1.9294,0.137,-0.0013,FOLLOW_WALL,2.4745,0.1316,0.1362,0.1354,0.1253
9.7,1.9389,0.1369,-0.0013,FOLLOW_WALL,2.4523,0.1409,0.1373,0.1278,0.1265
9.75,1.9484,0.1369,-0.0012,FOLLOW_WALL,2.4433,0.1411,0.1382,0.1334,0.1289
9.8,1.9579,0.1369,-0.0011,FOLLOW_WALL,2.451,0.1413,0.139,0.1332,0.1277
9.85,1.9674,0.1369,-0.001,FOLLOW_WALL,2.4331,0.1402,0.1393,0.1371,0.1245
9.9,1.9769,0.1369,-0.001,FOLLOW_WALL,2.4258,0.1375,0.1389,0.1422,0.1259
9.95,1.9864,0.1369,-0.0009,FOLLOW_WALL,2.4072,0.1445,0.1402,0.1356,0.1207
10.0,1.9959,0.1369,-0.0009,FOLLOW_WALL,2.3991,0.1438,0.1411,0.1401,0.1272
10.05,2.0054,0.1369,-0.0008,FOLLOW_WALL,2.3975,1.1386,0.3805,0.1398,0.1314
10.1,2.0149,0.1369,-0.0183,FOLLOW_WALL,2.3824,0.8199,0.4859,0.1356,0.1282
10.15,2.0244,0.1367,-0.0419,FOLLOW_WALL,2.3876,0.5854,0.5098,0.148,0.1343
10.2,2.0339,0.1363,-0.0656,EXTERIOR_CLEAR,2.3657,0.5208,0.5125,0.1396,0.1341
10.25,2.0339,0.1363,-0.0656,EXTERIOR_CLEAR,2.3589,0.5172,0.5136,0.1433,0.1375
10.3,2.0387,0.136,-0.0615,EXTERIOR_CLEAR,2.3596,0.6248,0.5403,0.1633,0.1333
10.35,2.0434,0.1357,-0.0576,EXTERIOR_CLEAR,2.3535,0.7561,0.5921,0.1548,0.1389
10.4,2.0482,0.1354,-0.054,EXTERIOR_CLEAR,2.3463,0.7186,0.6224,0.1598,0.1339
10.45,2.0529,0.1352,-0.0507,EXTERIOR_CLEAR,2.3444,1.0468,0.7243,0.1601,0.1441
10.5,2.0576,0.1349,-0.0475,EXTERIOR_CLEAR,2.3487,1.1225,0.8199,0.1601,0.1401
10.55,2.0624,0.1347,-0.0445,EXTERIOR_CLEAR,2.3368,1.1354,0.8956,0.1603,0.1421
10.6,2.0671,0.1345,-0.0417,EXTERIOR_CLEAR,2.3305,1.1318,0.9523,0.1545,0.1487
10.65,2.0719,0.1343,-0.0391,EXTERIOR_CLEAR,2.3349,1.1368,0.9966,0.158,0.142
10.7,2.0766,0.1341,-0.0367,EXTERIOR_CLEAR,2.3288,1.1227,1.0269,0.1557,0.1486
10.75,2.0814,0.1339,-0.0344,EXTERIOR_CLEAR,2.3171,1.1368,1.0532,0.156,0.1525
10.8,2.0861,0.1338,-0.0322,EXTERIOR_CLEAR,2.3149,1.1332,1.0724,0.1615,0.1558
10.85,2.0909,0.1336,-0.0302,EXTERIOR_CLEAR,2.3082,1.1334,1.0871,0.1708,0.1532
10.9,2.0956,0.1335,-0.0283,EXTERIOR_CLEAR,2.3019,1.1283,1.0969,0.1875,0.1614
10.95,2.1004,0.1333,-0.0266,EXTERIOR_CLEAR,2.303,1.1331,1.1056,0.1923,0.1581
11.0,2.1051,0.1332,-0.0249,EXTERIOR_CLEAR,2.3058,1.1293,1.1113,0.199,0.1699
11.05,2.1099,0.1331,-0.0234,EXTERIOR_CLEAR,2.2896,1.1396,1.1181,0.2099,0.1665
11.1,2.1146,0.133,-0.0219,EXTERIOR_CLEAR,2.2842,1.1237,1.1194,0.2123,0.1703
11.15,2.1194,0.1329,-0.0205,EXTERIOR_CLEAR,2.2805,1.1272,1.1213,0.2202,0.1702
11.2,2.1241,0.1328,-0.0192,EXTERIOR_CLEAR,2.2697,1.1206,1.1211,0.2119,0.1784
11.25,2.1289,0.1327,-0.018,EXTERIOR_CLEAR,2.2749,1.1314,1.1236,0.2116,0.1842
11.3,2.1336,0.1326,-0.0169,EXTERIOR_CLEAR,2.2662,1.1192,1.1225,0.211,0.1831
11.35,2.1384,0.1325,-0.0159,EXTERIOR_CLEAR,2.2638,1.1363,1.1258,0.2141,0.1876
11.4,2.1431,0.1324,-0.0149,EXTERIOR_CLEAR,2.2505,1.1331,1.1276,0.2157,0.1959
11.45,2.1479,0.1324,-0.0139,EXTERIOR_CLEAR,2.2558,1.1339,1.1291,0.2134,0.1942
11.5,2.1526,0.1323,-0.0131,EXTERIOR_CLEAR,2.2421,1.1326,1.1299,0.2086,0.1968
11.55,2.1574,0.1322,-0.0122,EXTERIOR_CLEAR,2.2322,1.1378,1.1318,0.206,0.2023
11.6,2.1621,0.1322,-0.0115,EXTERIOR_CLEAR,2.2425,1.1345,1.1324,0.2104,0.2034
11.65,2.1669,0.1321,-0.0108,EXTERIOR_CLEAR,2.2297,1.1328,1.1325,0.2142,0.212
11.7,2.1716,0.1321,-0.0101,EXTERIOR_CLEAR,2.2317,1.1364,1.1335,0.2231,0.2162
11.75,2.1764,0.132,-0.0095,EXTERIOR_CLEAR,2.2271,1.1364,1.1342,0.2339,0.2167
11.8,2.1811,0.132,-0.0089,EXTERIOR_CLEAR,2.2224,1.1391,1.1353,0.238,0.2197
11.85,2.1859,0.1319,-0.0083,EXTERIOR_CLEAR,2.2074,1.1367,1.1357,0.238,0.22
11.9,2.1906,0.1319,-0.0078,EXTERIOR_CLEAR,2.2051,1.1311,1.1346,0.2431,0.2238
11.95,2.1954,0.1319,-0.0073,EXTERIOR_CLEAR,2.2014,1.1339,1.1344,0.2479,0.2344
12.0,2.2001,0.1318,-0.0069,EXTERIOR_CLEAR,2.2002,1.1375,1.1352,0.2691,0.2316
12.05,2.2049,0.1318,-0.0064,EXTERIOR_CLEAR,2.2005,1.1313,1.1342,0.2588,0.243
12.1,2.2096,0.1318,-0.006,EXTERIOR_CLEAR,2.1938,1.1338,1.1341,0.2684,0.2471
12.15,2.2144,0.1317,-0.0056,EXTERIOR_TURN_90,2.1877,1.1353,1.1344,0.2824,0.2505
12.2,2.2144,0.1317,-0.0056,EXTERIOR_TURN_90,2.1794,1.1347,1.1345,0.2825,0.2508
12.25,2.2176,0.1317,-0.0331,EXTERIOR_TURN_90,2.1803,1.133,1.1341,0.2715,0.2498
12.3,2.2209,0.1316,-0.0606,EXTERIOR_TURN_90,2.1813,1.1345,1.1342,0.2715,0.2504
12.35,2.2241,0.1314,-0.0881,EXTERIOR_TURN_90,2.1786,1.1432,1.1364,0.2749,0.2586
12.4,2.2273,0.1311,-0.1156,EXTERIOR_TURN_90,2.1684,1.1339,1.1358,0.2759,0.2589
